brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,316.99 ",53,122800.47,115
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,889.99 ",55,103949.45,134
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,999.00 ",30,59970,136
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,099.00 ",60,65940,332
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $270.28 ,54,14595.12,275
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $981.99 ,57,55973.43,269
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,699.00 ",60,101940,170
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,168.52 ",53,61931.56,137
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,449.81 ",27,39144.87,218
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $659.99 ,29,19139.71,111
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,, $899.99 ,20,17999.8,249
Lenovo,Yoga 7,15.6 Inches,Dark Moss,4 TB,Core i7 Family,12 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,," $1,046.99 ",18,18845.82,239
Dell,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,64 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,, $459.99 ,18,8279.82,373
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,32,12479.68,281
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,," $1,699.00 ",42,71358,296
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $639.99 ,64,40959.36,297
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $999.99 ,56,55999.44,391
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $459.99 ,21,9659.79,176
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,60,35399.4,315
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,16,9439.84,250
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,25,9749.75,90
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $959.99 ,46,44159.54,163
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $885.99 ,26,23035.74,380
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,495.99 ",56,83775.44,155
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $319.00 ,38,12122,311
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,049.99 ",16,16799.84,107
acer,Nitro 17,17.3 Inches,Obsidian Black,4 TB,Ryzen 7,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $3,431.25 ",50,171562.5,443
Dell,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,790.04 ",27,75331.08,379
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,729.98 ",15,25949.7,316
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $244.00 ,12,2928,211
Dell,Latitude 7420 Laptop,14 Inches,,1000 GB,Core i5,16 GB,Windows 11 Home,,Integrated,,,, $204.95 ,37,7583.15,208
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,, $247.05 ,64,15811.2,275
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,357.99 ",63,85553.37,217
Dell,Latitude 9420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,12,7079.88,179
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,670.17 ",29,48434.93,193
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $425.99 ,59,25133.41,466
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $589.99 ,49,28909.51,356
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,699.00 ",18,30582,152
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $999.99 ,64,63999.36,209
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,457.99 ",19,27701.81,276
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $3,182.99 ",60,190979.4,300
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,299.00 ",36,82764,497
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",50,79950,84
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $899.99 ,40,35999.6,225
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $535.99 ,59,31623.41,228
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $939.99 ,44,41359.56,212
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $459.99 ,51,23459.49,349
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $2,439.99 ",39,95159.61,132
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,183.99 ",20,23679.8,487
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,51,30089.49,255
Dell,Latitude 5420 Laptop,14 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $254.98 ,14,3569.72,115
Dell,Latitude 9520 Laptop,15 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $395.00 ,34,13430,304
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,48,18719.52,408
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,125.99 ",50,-   ,
Dell,Latitude 7420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,,,," $1,328.99 ",24,39521.79,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $714.99 ,50,45873,
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,," $3,176.99 ",21,71128.85,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",31,24569.37,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",49,50799,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,40,56999.43,
Dell,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia T1200,,,," $2,126.99 ",22,59963.28,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $953.82 ,44,32281,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,584.99 ",17,39535.84,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $921.99 ,23,12975,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $719.99 ,26,88199.37,
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $2,877.06 ",30,40280.94,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $821.99 ,59,17939.54,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $660.99 ,51,21779.82,
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,"Nvidia GeForce RTX 4070, Dedicated",,,," $2,675.28 ",26,19739.53,
Dell,Alienware m16 Laptop,16 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,," $1,989.85 ",51,38751.44,
Dell,Alienware m18 Laptop,18 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $2,244.54 ",46,51999.48,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,44,106553.41,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,44,13339.71,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,54,17843.88,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,109.99 ",18,100241,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,761.99 ",63,23816.52,
Dell,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,283.99 ",31,28013.04,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $877.99 ,25,31149.36,
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,231.99 ",24,151487.36,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $647.99 ,57,11103.12,
DELL,Inspiron 16 5620,16 Inches,Platinum Silver,2 TB,Core i7 Family,16 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,," $1,479.00 ",34,88381.41,
Dell,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,305.17 ",13,21449.45,
Dell,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i5,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $739.99 ,63,11519.82,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $953.82 ,14,19839.69,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,26,77961,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,26,20669.47,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,22,20669.47,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",34,72757.28,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",50,36309,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,56,42503.76,
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $821.99 ,21,51299.43,
Dell,Alienware x14 R2 Laptop,14 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,," $2,033.26 ",48,63999.36,
ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,24 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,," $1,139.00 ",32,57999.42,
LG,Gram 16 Pro,16 Inches,Black,8 TB,Core i7 Family,32 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $2,489.99 ",26,15080,
Dell,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,305.17 ",54,123156,
Dell,Precision 7680 Laptop,16 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,," $2,400.99 ",58,44099.37,
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,2000 GB,AMD Ryzen 7,32 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,,," $2,255.92 ",37,108834,
Dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,," $1,409.99 ",26,30679.48,
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080 Ti,,,," $3,196.99 ",45,29468.81,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,14,30107,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,17,57089.45,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,13,48107.43,
Dell,Latitude 3420 Laptop,14 Inches,Black,128 GB,Core i7,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,211.99 ",51,16367,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,059.67 ",31,22419.62,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $942.99 ,32,52199.42,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,535.99 ",56,54368,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $956.49 ,46,27998.83,
Dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Gray, Platinum Silver",128 GB,Core i7,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $777.02 ,20,2999.85,
Dell,Latitude 7420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,014.99 ",23,27972,
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,015.99 ",49,33823.72,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $953.82 ,43,8549.81,
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,2000 GB,Core i3,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $635.67 ,32,46798.2,
Dell,Latitude 7520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,077.99 ",23,184439.42,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,29,20543.6,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,38,24588,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,35,112149,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",60,145597.4,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",64,45294.84,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,43,43978,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $586.96 ,35,7280,
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $2,810.99 ",60,7409.81,
Dell,Latitude 7420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,056.99 ",27,30300.6,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,037.99 ",34,37627.2,
HP,15-DY100,15.6 Inches,Natural Silver,2 TB,Core i3-1005G1,48 GB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,, $839.00 ,20,8819.55,
HP,15-DY200,15.6 Inches,Natural Silver,2 TB,Core i7 Family,48 GB,Windows 10 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,," $1,239.00 ",46,20649.65,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,865.99 ",64,17699.7,
Dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,," $1,660.99 ",44,14079.78,
Dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,," $2,216.99 ",17,15359.76,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,57,59798.7,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,57,5459.58,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,17,19579.78,
Dell,Precision 5570 Laptop,15.6 Inches,Silver,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,," $2,007.99 ",39,27647.73,
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,043.99 ",12,10076,
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Core i3,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $558.99 ,46,122145,
Dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $788.28 ,27,30199.6,
Dell,Inspiron 15,15.6 Inches,Carbon Black,1 TB,Ryzen 7,16 GB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,, $809.99 ,25,36293.98,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $953.82 ,43,55071,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $645.99 ,20,47691.61,
Dell,Latitude 7420 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $801.99 ,29,9199.8,
Dell,Inspiron 7415 2-in-1,14 Inches,Grey,256 GB,AMD Ryzen 7,12 GB,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,, $602.47 ,59,142800.24,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $693.99 ,44,45774.75,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,57,19499.5,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,32,28519.38,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,35,97596.48,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",46,34543.66,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",32,49999.5,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,24,35399.4,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $599.99 ,24,23789.39,
Dell,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i7,,Windows 10 Home,,,,,," $1,667.99 ",48,29499.5,
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $807.99 ,15,20254.26,
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $765.75 ,60,12389.79,
MSI,GF63 Thin 10SCXR,15.6 Inches,Black,2 TB,Core i5 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,," $1,029.99 ",23,17099.81,
Dell,Precision 7560 Laptop,15.6 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,102.99 ",27,66233.58,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,128 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,690.99 ",27,42335.76,
